Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Employment_Length,Age,Loan_Status
A12488,Male,Yes,1,Graduate,No,40842,16967,140049,360,1,Urban,14,53,1
A12489,Male,No,2,Graduate,No,61659,42084,203427,360,1,Urban,17,50,1
A12490,Male,No,1,Not Graduate,No,62371,20668,106902,300,1,Rural,20,34,1
A12491,Male,Yes,0,Not Graduate,No,61099,24760,88692,240,0,Rural,12,21,0
A12492,Female,Yes,2,Graduate,No,49382,7339,146647,360,1,Rural,0,51,0
A12493,Male,Yes,1,Graduate,No,68436,30523,334666,480,1,Urban,23,23,1
A12494,Male,Yes,0,Graduate,Yes,35976,8076,64992,180,1,Rural,12,45,0
A12495,Male,No,1,Graduate,No,50146,6319,246104,360,0,Rural,12,45,0
A12496,Male,Yes,2,Graduate,No,51671,29793,236826,360,1,Rural,15,38,1
A12497,Female,Yes,3,Graduate,Yes,67570,8630,140543,240,1,Urban,26,54,1
A12498,Female,No,3,Graduate,No,35502,14963,251598,300,0,Rural,28,34,0
A12499,Male,No,0,Graduate,No,53616,31261,251234,360,0,Urban,26,47,0
A12500,Female,No,0,Graduate,Yes,42615,5858,197002,360,1,Semiurban,15,51,1
A12501,Female,Yes,0,Graduate,No,51641,12631,187968,480,1,Semiurban,4,22,1
A12502,Male,Yes,0,Graduate,No,55884,8897,180358,360,1,Rural,19,52,1
A12503,Female,Yes,2,Graduate,No,30823,11712,132485,300,0,Rural,12,57,0
A12504,Male,Yes,0,Not Graduate,Yes,68960,15392,213231,240,1,Rural,18,54,0
A12505,Male,No,1,Graduate,No,56417,28400,159590,240,1,Rural,21,54,1
A12506,Female,Yes,1,Graduate,No,37121,31422,212921,480,1,Urban,12,50,1
A12507,Male,No,1,Not Graduate,No,44882,16558,151195,480,0,Semiurban,6,53,0
A12508,Female,Yes,0,Graduate,No,72412,7734,147417,360,1,Urban,4,44,1
A12509,Female,No,0,Graduate,Yes,56237,21780,156420,480,1,Rural,5,53,0
A12510,Male,Yes,0,Graduate,No,35526,15052,301521,300,0,Semiurban,0,46,0
A12511,Female,No,0,Graduate,Yes,38247,15378,89808,360,1,Rural,19,56,1
A12512,Male,Yes,3,Graduate,No,59371,4681,341806,360,1,Rural,24,26,1
A12513,Male,Yes,2,Graduate,No,61171,0,261446,360,1,Urban,8,37,0
A12514,Female,No,0,Graduate,No,55442,14810,74957,360,0,Urban,12,44,0
A12515,Female,Yes,2,Graduate,No,45628,4305,153736,360,1,Urban,18,36,1
A12516,Male,Yes,0,Graduate,No,62145,9697,70191,300,1,Semiurban,21,44,1
A12517,Male,No,1,Not Graduate,Yes,45321,29826,251748,480,1,Rural,3,25,0
A12518,Female,Yes,0,Graduate,No,37179,14298,302131,240,1,Semiurban,29,44,1
A12519,Female,Yes,1,Graduate,No,73799,26070,218335,360,0,Rural,22,46,0
A12520,Female,Yes,0,Graduate,No,57331,17961,297524,360,1,Rural,14,40,0
A12521,Male,No,0,Graduate,No,38228,20838,214693,360,1,Urban,19,48,1
A12522,Male,Yes,0,Not Graduate,No,52013,9499,277678,300,1,Urban,21,40,0
A12523,Male,Yes,0,Not Graduate,No,50409,26529,223358,360,1,Urban,0,49,0
A12524,Female,Yes,1,Graduate,No,44751,18108,201123,360,1,Rural,28,54,1
A12525,Male,Yes,0,Not Graduate,No,53503,12355,261893,240,1,Semiurban,12,48,1
A12526,Male,Yes,1,Graduate,No,36072,18102,187494,360,1,Urban,10,46,1
A12527,Female,Yes,1,Graduate,No,63104,7847,316555,300,1,Urban,26,52,1
A12528,Male,Yes,1,Graduate,No,49907,12063,174763,360,1,Rural,3,41,1
A12529,Female,Yes,1,Graduate,No,25858,14447,245372,240,1,Semiurban,27,38,0
A12530,Female,Yes,0,Graduate,Yes,46577,9743,143466,360,1,Semiurban,10,32,0
A12531,Female,Yes,1,Graduate,No,40762,30587,74144,360,1,Urban,7,55,1
A12532,Male,Yes,2,Graduate,No,10000,10848,228636,480,1,Semiurban,2,42,0
A12533,Male,Yes,1,Not Graduate,No,47662,35825,55681,300,1,Rural,22,49,1
A12534,Female,Yes,1,Graduate,No,65551,15672,371933,360,1,Rural,20,39,1
A12535,Female,Yes,1,Graduate,No,48382,12656,171667,240,1,Semiurban,9,38,1
A12536,Female,Yes,0,Graduate,No,60622,9955,193778,360,1,Semiurban,21,38,1
A12537,Male,No,1,Graduate,No,50127,19224,175197,360,1,Semiurban,10,36,1
A12538,Female,Yes,2,Not Graduate,No,43154,23941,211261,360,1,Urban,4,39,0
A12539,Female,Yes,0,Not Graduate,Yes,39025,0,227214,480,1,Urban,21,29,0
A12540,Female,Yes,2,Graduate,No,30758,15048,132809,300,1,Urban,13,53,1
A12541,Female,Yes,0,Graduate,No,63886,0,50000,360,1,Urban,3,33,1
A12542,Female,No,0,Graduate,No,60961,24818,111937,300,1,Rural,18,31,1
A12543,Female,Yes,2,Graduate,No,45825,24996,161179,360,1,Rural,11,53,1
A12544,Male,Yes,2,Graduate,No,19636,15409,222417,300,1,Urban,24,57,0
A12545,Male,Yes,2,Graduate,No,57081,17083,214684,360,1,Rural,29,50,1
A12546,Male,Yes,2,Graduate,No,36428,702,260258,240,1,Rural,22,59,0
A12547,Male,Yes,0,Graduate,No,52158,9527,68566,360,0,Rural,6,29,0
A12548,Male,Yes,1,Graduate,No,26881,8878,128579,300,0,Urban,24,43,0
A12549,Male,No,0,Graduate,No,51379,10509,164723,360,0,Semiurban,23,44,0
A12550,Male,Yes,0,Graduate,No,48030,23721,321929,360,1,Semiurban,9,52,1
A12551,Male,Yes,0,Not Graduate,No,13854,27817,417641,300,1,Rural,19,58,0
A12552,Female,Yes,1,Graduate,No,74269,21105,92124,360,1,Rural,21,24,1
A12553,Female,Yes,0,Graduate,No,45114,11765,287329,360,1,Urban,20,47,1
A12554,Male,Yes,2,Graduate,No,46110,7538,206951,360,1,Semiurban,24,31,1
A12555,Female,Yes,1,Not Graduate,No,58020,15905,244494,480,0,Rural,20,41,0
A12556,Male,Yes,0,Graduate,No,49239,17965,94048,240,1,Semiurban,20,34,1
A12557,Male,Yes,1,Graduate,No,55459,12790,308404,300,1,Semiurban,23,38,1
A12558,Male,No,0,Graduate,No,32834,8409,50000,180,1,Semiurban,23,44,1
A12559,Male,Yes,0,Graduate,No,47867,21152,94823,300,1,Urban,0,40,1
A12560,Female,No,2,Graduate,Yes,21360,22135,178417,480,1,Rural,4,46,0
A12561,Female,Yes,0,Not Graduate,Yes,46435,1880,152540,300,1,Semiurban,12,51,0
A12562,Male,Yes,2,Not Graduate,Yes,71676,11162,202066,300,1,Urban,13,36,0
A12563,Male,No,1,Graduate,No,27410,22779,145223,360,1,Rural,6,59,0
A12564,Male,Yes,1,Not Graduate,No,44738,24885,171468,180,1,Rural,3,39,0
A12565,Male,No,1,Graduate,No,18141,15645,185247,300,1,Semiurban,4,27,0
A12566,Male,No,0,Graduate,No,50119,18653,182132,360,1,Rural,23,36,1
A12567,Male,Yes,0,Graduate,No,56992,17525,211886,300,1,Urban,6,44,1
A12568,Female,Yes,0,Graduate,No,55752,24543,271686,360,1,Rural,18,26,1
A12569,Female,Yes,0,Not Graduate,No,40971,3907,139714,240,1,Urban,7,36,0
A12570,Male,No,0,Graduate,No,17837,17676,307815,300,1,Rural,10,56,0
A12571,Female,No,3,Not Graduate,No,31376,6111,203934,360,1,Rural,14,59,0
A12572,Male,Yes,0,Not Graduate,No,68847,25880,300883,300,1,Urban,7,35,1
A12573,Male,Yes,1,Graduate,No,63184,4416,172599,360,1,Rural,20,24,1
A12574,Male,Yes,0,Graduate,No,48629,19084,130700,480,1,Rural,26,22,1
A12575,Female,Yes,0,Graduate,No,52434,6164,206418,480,1,Rural,16,34,1
A12576,Female,Yes,0,Graduate,No,34585,22524,405112,360,0,Semiurban,27,42,0
A12577,Female,Yes,1,Graduate,No,69359,19392,90787,240,1,Semiurban,4,22,1
A12578,Male,Yes,0,Graduate,No,39212,17396,254185,360,1,Urban,27,40,1
A12579,Female,Yes,0,Graduate,No,56559,34609,214196,300,1,Semiurban,17,24,1
A12580,Male,No,1,Not Graduate,No,30081,7974,232320,480,1,Urban,9,54,0
A12581,Female,No,1,Graduate,No,47326,24260,103539,360,0,Urban,16,38,0
A12582,Male,No,0,Graduate,No,68726,26720,236570,240,0,Urban,9,40,0
A12583,Male,No,1,Not Graduate,No,35796,24263,223635,300,1,Semiurban,17,46,1
A12584,Male,Yes,1,Graduate,No,61240,8226,81315,300,0,Urban,1,27,0
A12585,Female,Yes,1,Graduate,Yes,33788,12654,210499,300,1,Urban,27,39,1
A12586,Male,Yes,0,Not Graduate,No,36471,8940,180562,360,0,Rural,7,44,0
A12587,Female,No,0,Not Graduate,No,49865,12026,171692,300,1,Rural,3,31,0
A12588,Male,No,0,Not Graduate,No,64574,6588,196349,240,1,Urban,9,36,1
A12589,Female,No,3,Graduate,No,45527,11367,287013,360,1,Rural,22,21,0
A12590,Female,No,0,Graduate,No,59278,29676,236651,300,0,Rural,27,56,0
A12591,Female,Yes,3,Graduate,No,67162,11807,116528,180,1,Semiurban,17,48,1
A12592,Male,Yes,0,Not Graduate,No,38432,16058,239768,300,1,Urban,28,33,1
A12593,Male,Yes,0,Graduate,No,27122,7745,196455,180,0,Rural,11,31,0
A12594,Male,Yes,0,Graduate,No,44667,14850,150700,360,0,Urban,22,26,0
A12595,Female,Yes,0,Not Graduate,No,69096,23266,100824,480,1,Semiurban,25,50,1
A12596,Male,Yes,2,Not Graduate,No,37810,19894,264559,360,1,Rural,25,57,0
A12597,Male,Yes,2,Graduate,No,65224,29182,154360,360,0,Rural,27,54,0
A12598,Male,Yes,1,Graduate,No,46062,2901,272645,360,1,Rural,19,48,0
A12599,Male,Yes,1,Graduate,No,76343,7436,113877,180,1,Urban,22,29,1
A12600,Female,Yes,1,Not Graduate,No,83681,10870,359581,240,1,Urban,4,51,0
A12601,Male,Yes,3,Graduate,No,65471,30249,410698,360,1,Semiurban,2,26,0
A12602,Female,Yes,0,Graduate,No,25300,17987,243383,360,1,Rural,17,26,1
A12603,Male,Yes,1,Graduate,No,13951,829,303714,360,0,Semiurban,9,56,0
A12604,Male,No,1,Not Graduate,Yes,50917,25922,163728,480,1,Rural,8,40,0
A12605,Male,Yes,3,Graduate,No,63599,16095,155816,300,1,Urban,0,52,1
A12606,Male,Yes,2,Graduate,No,57515,23903,295525,360,0,Urban,0,52,0
A12607,Male,No,3,Graduate,No,39146,30835,212112,480,1,Urban,27,25,1
A12608,Female,No,1,Graduate,No,27710,5224,90237,360,0,Urban,26,58,0
A12609,Male,No,0,Not Graduate,No,63946,30832,206182,180,1,Rural,15,57,1
A12610,Female,Yes,0,Graduate,No,77878,14257,102250,300,1,Rural,1,30,1
A12611,Male,Yes,1,Graduate,No,39949,10860,185187,360,1,Rural,6,57,0
A12612,Male,Yes,1,Graduate,No,62378,16546,283906,180,1,Semiurban,8,22,1
A12613,Female,Yes,0,Graduate,No,89044,3074,316753,360,1,Semiurban,9,27,1
A12614,Male,No,0,Not Graduate,No,47154,14800,222102,360,1,Urban,26,31,1
A12615,Male,Yes,0,Not Graduate,No,47457,12573,307042,180,1,Semiurban,22,21,1
A12616,Male,Yes,2,Graduate,Yes,58395,5618,163204,300,1,Urban,3,34,1
A12617,Male,Yes,0,Graduate,No,45734,8536,336055,300,1,Semiurban,14,41,0
A12618,Female,Yes,1,Graduate,No,70088,26381,142164,300,1,Urban,22,26,1
A12619,Male,Yes,0,Not Graduate,No,43939,13223,135264,300,0,Semiurban,21,46,0
A12620,Female,No,0,Graduate,No,49534,5192,163128,360,1,Rural,9,37,1
A12621,Female,No,2,Not Graduate,No,28363,19481,140204,300,1,Rural,25,46,1
A12622,Male,No,0,Graduate,No,46466,22666,241393,480,1,Rural,19,27,1
A12623,Female,Yes,0,Not Graduate,No,34886,14979,300180,360,0,Urban,11,21,0
A12624,Male,Yes,0,Not Graduate,No,55190,2658,201240,360,1,Urban,6,35,0
A12625,Female,Yes,0,Graduate,No,25036,0,224903,240,1,Urban,5,51,0
A12626,Male,Yes,1,Not Graduate,Yes,64698,5991,89405,300,1,Semiurban,14,56,1
A12627,Female,No,0,Graduate,No,36932,25542,207701,360,1,Semiurban,27,26,1
A12628,Male,Yes,1,Graduate,No,76761,24628,341659,180,1,Urban,28,39,1
A12629,Male,No,0,Graduate,No,70561,7039,313015,300,1,Rural,18,26,1
A12630,Female,Yes,2,Graduate,No,58034,12640,112417,360,0,Semiurban,15,50,0
A12631,Female,Yes,2,Graduate,Yes,26930,21978,164948,180,1,Urban,25,55,1
A12632,Male,Yes,3,Graduate,No,40581,13615,472522,360,0,Rural,17,37,0
A12633,Male,Yes,2,Graduate,No,36555,24363,233448,480,1,Semiurban,23,36,1
A12634,Female,No,0,Graduate,No,38433,14027,321224,360,1,Rural,20,30,0
A12635,Female,Yes,0,Graduate,No,73651,19815,327501,300,1,Semiurban,20,56,1
A12636,Female,No,1,Graduate,No,47710,11772,110741,360,0,Semiurban,22,38,0
A12637,Female,No,0,Graduate,No,40132,7160,257910,360,1,Urban,24,30,1
A12638,Female,Yes,0,Graduate,No,38781,26656,214983,240,1,Urban,14,57,1
A12639,Female,No,0,Not Graduate,No,42022,0,339333,240,1,Semiurban,23,24,0
A12640,Male,Yes,0,Graduate,No,57989,9003,356972,360,0,Semiurban,20,28,0
A12641,Male,Yes,1,Graduate,No,25593,14056,133458,360,1,Urban,26,44,1
A12642,Female,No,0,Graduate,No,51472,23586,475321,300,1,Urban,0,54,0
A12643,Female,No,0,Graduate,Yes,56353,6211,213522,480,1,Semiurban,20,32,0
A12644,Male,Yes,1,Graduate,No,23969,16268,250583,360,1,Semiurban,13,44,0
A12645,Male,Yes,0,Graduate,No,28737,1134,50000,240,1,Semiurban,17,47,1
A12646,Female,Yes,3,Graduate,No,49284,19403,280664,300,1,Semiurban,25,58,1
A12647,Male,Yes,0,Graduate,No,71614,33237,50000,360,1,Rural,28,37,1
A12648,Male,Yes,1,Graduate,No,68040,0,188485,360,1,Rural,2,36,1
A12649,Male,No,0,Graduate,No,40872,7726,155768,240,1,Semiurban,24,47,1
A12650,Male,Yes,0,Graduate,No,71139,23369,237289,360,0,Rural,2,55,0
A12651,Male,Yes,0,Graduate,No,45205,44436,214346,300,1,Semiurban,0,46,1
A12652,Male,Yes,0,Graduate,Yes,45076,20880,246955,300,1,Urban,24,26,1
A12653,Male,Yes,2,Graduate,No,51410,7705,299674,360,1,Rural,29,21,0
A12654,Female,Yes,1,Graduate,Yes,62591,13514,119682,360,0,Rural,6,56,0
A12655,Male,Yes,0,Not Graduate,No,40865,2731,183647,360,1,Urban,12,39,0
A12656,Female,No,0,Graduate,No,44029,23051,132365,300,1,Semiurban,23,54,1
A12657,Female,Yes,0,Graduate,No,31277,25461,126343,360,1,Urban,7,26,1
A12658,Male,Yes,0,Graduate,Yes,55265,29062,354615,180,1,Rural,17,25,0
A12659,Female,No,0,Graduate,Yes,64000,11699,98486,240,1,Urban,14,59,1
A12660,Male,Yes,3,Graduate,No,64919,6924,134232,480,1,Semiurban,10,51,1
A12661,Female,Yes,0,Graduate,No,29501,29949,375540,180,1,Semiurban,10,59,0
A12662,Male,Yes,1,Graduate,No,44256,28808,189853,360,1,Urban,10,27,1
A12663,Female,Yes,1,Graduate,Yes,68682,5121,194844,480,1,Rural,28,25,1
A12664,Female,Yes,2,Graduate,No,53482,11244,232041,360,1,Urban,19,55,1
A12665,Male,Yes,0,Graduate,No,50511,22895,103605,480,0,Semiurban,9,48,0
A12666,Male,No,1,Graduate,No,50157,12477,126234,480,1,Urban,16,47,1
A12667,Female,No,2,Not Graduate,No,58121,15316,150670,300,1,Urban,29,26,1
A12668,Female,Yes,0,Graduate,No,54288,308,283377,300,1,Urban,8,38,1
A12669,Male,Yes,0,Graduate,No,41369,3776,253725,240,0,Semiurban,4,37,0
A12670,Female,Yes,3,Graduate,No,63215,14085,149580,240,1,Semiurban,27,21,1
A12671,Male,Yes,1,Graduate,Yes,31956,8012,189319,360,1,Semiurban,25,39,1
A12672,Female,Yes,0,Graduate,No,69831,3519,262355,300,1,Urban,5,25,1
A12673,Male,Yes,1,Graduate,No,36560,11858,50000,300,1,Semiurban,22,30,1
A12674,Female,Yes,0,Graduate,No,58218,6224,224179,360,1,Urban,11,30,1
A12675,Male,No,0,Not Graduate,No,47528,15280,260636,240,0,Semiurban,25,44,0
A12676,Male,Yes,0,Graduate,No,42854,24924,126525,180,1,Rural,5,22,1
A12677,Male,No,0,Graduate,No,70363,11987,252010,360,1,Rural,26,31,1
A12678,Male,No,1,Not Graduate,No,61143,10739,201200,360,1,Urban,28,24,1
A12679,Male,Yes,1,Graduate,No,49115,25736,344855,300,1,Urban,27,43,1
A12680,Male,No,2,Graduate,No,76177,22335,158154,360,1,Semiurban,8,27,1
A12681,Female,No,0,Not Graduate,No,64696,22980,247271,240,0,Urban,10,35,0
A12682,Male,Yes,2,Graduate,No,37917,0,82402,300,1,Semiurban,9,43,1
A12683,Male,Yes,0,Graduate,No,16094,10516,206016,180,1,Semiurban,6,55,0
A12684,Male,Yes,0,Not Graduate,No,51602,9282,265223,300,1,Rural,28,31,0
A12685,Male,No,2,Not Graduate,No,70752,6744,157967,180,1,Urban,2,59,1
A12686,Male,Yes,0,Graduate,No,59159,25535,289567,300,1,Rural,13,51,1
A12687,Male,Yes,0,Graduate,Yes,73609,9565,273615,360,1,Rural,18,22,1
A12688,Male,Yes,0,Graduate,Yes,41025,1096,211505,300,1,Semiurban,2,30,0
A12689,Male,Yes,0,Not Graduate,No,48241,17461,178298,300,1,Semiurban,26,25,1
A12690,Male,Yes,1,Graduate,No,48605,14923,50000,240,0,Urban,20,32,0
A12691,Male,No,3,Not Graduate,No,53618,5775,148110,300,0,Semiurban,22,38,0
A12692,Male,Yes,1,Not Graduate,No,61511,25178,288064,360,1,Semiurban,21,48,0
A12693,Male,No,2,Not Graduate,No,74485,20308,178127,480,1,Semiurban,20,28,1
A12694,Female,No,1,Graduate,Yes,77640,20276,236150,300,0,Urban,19,24,0
A12695,Male,Yes,2,Graduate,No,74998,19839,162880,480,1,Rural,28,37,1
A12696,Female,Yes,0,Graduate,No,60036,25895,85850,300,1,Urban,4,49,1
A12697,Male,No,2,Graduate,No,44866,13445,259829,360,1,Urban,13,29,1
A12698,Female,No,0,Graduate,No,53388,2584,101734,360,1,Urban,29,34,1
A12699,Female,Yes,2,Graduate,Yes,59828,12927,179019,300,1,Semiurban,14,29,0
A12700,Male,Yes,0,Graduate,No,52026,0,229148,240,0,Semiurban,0,58,0
A12701,Female,Yes,1,Graduate,No,36293,4379,145740,300,1,Semiurban,13,29,1
A12702,Male,No,1,Not Graduate,Yes,43064,31190,325629,360,1,Semiurban,21,31,0
A12703,Male,No,3,Graduate,No,63020,3994,357784,480,1,Semiurban,16,42,0
A12704,Female,Yes,1,Graduate,No,46302,3260,135235,240,0,Urban,6,47,0
A12705,Female,No,0,Graduate,No,50362,21696,138375,360,1,Semiurban,17,50,1
A12706,Male,Yes,1,Not Graduate,No,48823,23632,164919,180,1,Rural,3,26,1
A12707,Male,No,0,Not Graduate,No,36617,0,292243,360,0,Urban,27,53,0
A12708,Male,Yes,0,Graduate,Yes,47430,17487,238874,360,1,Rural,1,42,0
A12709,Male,Yes,0,Graduate,No,43132,9516,260079,360,1,Urban,24,46,1
A12710,Female,Yes,0,Not Graduate,No,39622,18305,305226,360,1,Rural,12,26,0
A12711,Male,Yes,0,Graduate,No,34125,11973,127555,360,1,Semiurban,21,53,1
A12712,Male,Yes,2,Graduate,No,48490,1343,240219,240,1,Urban,3,30,0
A12713,Male,Yes,2,Graduate,No,59272,10186,204105,480,1,Semiurban,29,57,1
A12714,Male,Yes,0,Graduate,No,66808,21257,234407,240,1,Rural,1,21,1
A12715,Male,Yes,0,Graduate,No,29087,34437,291931,240,1,Rural,7,35,0
A12716,Female,Yes,0,Graduate,No,74096,18898,187863,300,1,Urban,12,43,1
A12717,Female,No,0,Graduate,No,54394,11090,144260,300,0,Urban,3,32,0
A12718,Female,No,0,Graduate,No,33094,3203,115911,180,1,Urban,28,38,1
A12719,Male,Yes,0,Graduate,Yes,43944,13415,340334,360,0,Semiurban,23,36,0
A12720,Female,Yes,1,Graduate,No,21839,11215,196638,240,1,Semiurban,8,47,0
A12721,Female,Yes,1,Graduate,No,25673,18057,90572,360,1,Semiurban,25,48,1
A12722,Female,No,0,Graduate,No,75821,14403,310639,300,1,Semiurban,8,29,1
A12723,Male,No,0,Graduate,No,39510,19795,63205,360,0,Rural,22,40,0
A12724,Male,Yes,1,Graduate,No,58053,11402,76006,300,1,Urban,8,53,1
A12725,Male,No,2,Graduate,No,48332,32091,174720,360,1,Semiurban,14,46,1
A12726,Male,No,0,Graduate,Yes,50267,20838,156252,300,1,Semiurban,0,49,0
A12727,Male,No,0,Graduate,Yes,55520,7933,224954,360,1,Urban,18,49,1
A12728,Male,Yes,0,Graduate,No,18739,25011,50000,300,1,Urban,0,21,1
A12729,Male,Yes,0,Graduate,No,69778,3439,226085,300,1,Urban,29,37,1
A12730,Female,Yes,0,Graduate,Yes,48519,6453,302272,180,1,Rural,4,37,0
A12731,Male,Yes,0,Graduate,No,42435,6990,121446,300,1,Semiurban,5,52,1
A12732,Male,Yes,0,Graduate,Yes,57020,28283,169730,240,1,Rural,0,37,1
A12733,Female,Yes,0,Not Graduate,Yes,39183,13212,135875,240,1,Semiurban,21,57,0
A12734,Female,Yes,1,Graduate,No,53123,8713,225630,360,1,Semiurban,18,32,1
A12735,Female,Yes,0,Not Graduate,No,47519,16641,113962,360,1,Semiurban,1,31,0
A12736,Female,Yes,1,Graduate,No,60665,20420,103936,360,1,Urban,21,48,1
A12737,Male,Yes,0,Graduate,No,46790,30891,187911,360,1,Rural,19,41,1
A12738,Female,No,0,Not Graduate,No,34549,30,226962,240,0,Semiurban,7,22,0
A12739,Male,No,2,Graduate,No,55435,27633,212039,240,1,Urban,1,40,1
A12740,Male,Yes,1,Graduate,No,45940,0,164832,360,1,Semiurban,15,40,1
A12741,Male,Yes,0,Graduate,No,22685,24062,253466,300,0,Urban,14,56,0
A12742,Male,Yes,1,Not Graduate,No,52964,26632,218429,300,1,Urban,5,53,0
A12743,Male,Yes,1,Graduate,No,41938,27150,106464,360,1,Rural,1,37,1
A12744,Female,No,0,Graduate,No,55186,20688,50000,240,1,Semiurban,1,37,1
A12745,Female,Yes,0,Graduate,No,37174,4348,241730,480,0,Urban,16,39,0
A12746,Male,Yes,2,Graduate,Yes,31904,22470,179473,360,1,Semiurban,15,25,0
A12747,Male,No,0,Not Graduate,No,67701,4324,111204,480,1,Rural,23,34,1
A12748,Female,Yes,0,Graduate,No,62647,5613,330029,360,1,Urban,19,34,1
A12749,Female,Yes,0,Graduate,No,49901,10437,329189,360,0,Urban,4,59,0
A12750,Male,Yes,1,Graduate,No,56566,11338,301884,480,1,Urban,23,36,1
A12751,Female,Yes,2,Not Graduate,No,62156,17407,218094,300,1,Rural,14,24,0
A12752,Male,Yes,2,Not Graduate,No,49847,8045,50000,360,1,Semiurban,25,30,1
A12753,Male,Yes,1,Not Graduate,No,31872,18296,294021,480,1,Rural,29,44,0
A12754,Female,Yes,3,Not Graduate,No,54492,1276,126355,300,1,Semiurban,0,50,0
A12755,Male,No,1,Graduate,No,65033,15388,155267,300,1,Semiurban,13,51,1
A12756,Male,Yes,1,Not Graduate,No,58897,12275,271937,360,0,Semiurban,18,44,0
A12757,Female,No,3,Graduate,No,50889,25138,362545,300,1,Urban,9,47,0
A12758,Female,Yes,0,Not Graduate,No,58479,26144,323286,300,0,Urban,21,52,0
A12759,Male,Yes,1,Graduate,No,46651,13300,213812,300,1,Urban,18,28,1
A12760,Male,Yes,1,Graduate,No,65662,0,259116,300,1,Rural,8,49,1
A12761,Male,Yes,2,Graduate,Yes,70207,257,111542,300,1,Semiurban,10,36,1
A12762,Female,Yes,2,Graduate,No,30557,26237,70192,300,1,Rural,25,25,1
A12763,Male,Yes,2,Graduate,No,66739,13566,286397,360,1,Rural,25,40,1
A12764,Male,No,2,Graduate,No,83559,32491,225807,360,1,Urban,2,35,1
A12765,Female,Yes,0,Graduate,No,57883,23966,84134,300,1,Rural,11,35,1
A12766,Male,Yes,0,Not Graduate,No,64756,17551,196160,240,1,Semiurban,1,40,1
A12767,Male,No,0,Not Graduate,No,40293,16285,249355,360,1,Rural,5,29,0
A12768,Male,Yes,0,Not Graduate,No,42444,3511,272542,360,1,Urban,3,48,0
A12769,Female,Yes,0,Not Graduate,No,46857,8686,250253,480,1,Urban,11,59,0
A12770,Male,No,0,Graduate,No,43963,19162,170945,300,1,Urban,17,27,1
A12771,Male,Yes,0,Graduate,No,30322,11549,132133,240,1,Urban,19,43,1
A12772,Female,Yes,2,Graduate,No,47410,19682,209369,180,1,Semiurban,14,44,1
A12773,Male,Yes,0,Not Graduate,Yes,62545,25292,264171,180,1,Rural,26,36,0
A12774,Male,Yes,2,Not Graduate,No,30522,13203,272419,300,1,Rural,24,42,0
A12775,Male,Yes,2,Graduate,No,52686,10684,326425,240,1,Rural,20,43,0
A12776,Male,Yes,0,Not Graduate,No,52226,6036,202800,180,1,Urban,6,39,1
A12777,Male,No,0,Graduate,No,45480,23348,111177,240,0,Urban,25,32,0
A12778,Male,No,1,Graduate,No,57447,22535,286919,360,0,Urban,9,46,0
A12779,Male,Yes,1,Not Graduate,No,56039,36870,206637,360,1,Semiurban,17,53,1
A12780,Male,Yes,0,Graduate,No,44413,16768,97384,240,0,Semiurban,11,59,0
A12781,Female,No,0,Graduate,Yes,65913,14033,249897,480,0,Rural,25,22,0
A12782,Female,Yes,0,Graduate,No,58409,19673,312949,240,1,Urban,6,37,1
A12783,Female,Yes,0,Graduate,No,73602,12120,230642,180,1,Rural,18,31,1
A12784,Female,Yes,0,Graduate,No,49003,6146,313926,240,1,Semiurban,16,25,0
A12785,Male,No,0,Graduate,No,45173,15887,161238,240,0,Semiurban,12,28,0
A12786,Female,Yes,1,Graduate,No,46873,19578,141796,360,1,Rural,15,40,1
A12787,Male,No,3,Graduate,No,67674,20240,268361,240,1,Rural,23,47,1
A12788,Female,Yes,1,Graduate,No,47769,19440,171779,360,1,Urban,19,47,1
A12789,Female,Yes,2,Not Graduate,No,48685,25638,296416,300,1,Rural,24,50,0
A12790,Female,Yes,1,Graduate,No,79414,20205,213661,240,1,Urban,9,54,1
A12791,Female,Yes,1,Graduate,No,29832,17706,297496,360,0,Urban,9,44,0
A12792,Male,No,0,Graduate,No,55352,2344,250501,240,1,Rural,23,32,1
A12793,Male,No,0,Not Graduate,Yes,49078,17458,127995,360,1,Rural,1,49,0
A12794,Male,Yes,2,Graduate,Yes,46240,13291,50000,300,1,Urban,17,29,1
A12795,Male,No,2,Not Graduate,No,35699,3783,262555,480,0,Urban,12,34,0
A12796,Male,No,0,Graduate,No,40041,20008,245212,480,1,Rural,24,39,1
A12797,Female,Yes,0,Graduate,No,43878,20181,118562,360,0,Rural,6,50,0
A12798,Female,Yes,1,Not Graduate,No,57436,19254,263886,360,1,Urban,14,31,0
A12799,Male,Yes,0,Graduate,No,62786,20555,311248,360,1,Rural,3,42,1
A12800,Female,Yes,0,Graduate,No,23317,16239,143414,360,0,Rural,20,52,0
A12801,Female,Yes,2,Graduate,No,31976,12532,50000,360,1,Semiurban,19,56,1
A12802,Female,Yes,0,Graduate,No,58218,32700,277649,360,1,Semiurban,24,57,1
A12803,Female,Yes,1,Graduate,Yes,59483,16482,301793,360,1,Urban,1,25,0
A12804,Male,No,2,Graduate,No,28045,0,141289,480,1,Semiurban,8,39,0
